source_id,domain,source_type,file_path,file_name,content_md5,applicable_scenario_ids,extraction_status,source_basis,confidence,runtime_status,final_state,runtime_integration
SRC18_011,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低、中水平放射性废物高完整性容器一一混凝土容器(GB36900.2-2018).pdf,低、中水平放射性废物高完整性容器一一混凝土容器(GB36900.2-2018).pdf,EB66257051049455D39A1BF60609F3B1,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_012,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低、中水平放射性废物高完整性容器一一球墨铸铁容器(GB36900.1-2018).pdf,低、中水平放射性废物高完整性容器一一球墨铸铁容器(GB36900.1-2018).pdf,749DA8DFE6B0A7556E0795F61941DE38,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_013,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低中水平放射性固体废物的岩洞处置规定(GB 13600-92).pdf,低中水平放射性固体废物的岩洞处置规定(GB 13600-92).pdf,8474324F8BD5EF38DCD7320FFA51B04B,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_014,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低水平放射性废物包特性鉴定一水泥固化体(GB 41930-2022).pdf,低水平放射性废物包特性鉴定一水泥固化体(GB 41930-2022).pdf,B88613D5C6A0FE8F251A5C81522C85A1,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_015,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/废放射源近地表处置安全要求(HJ 1336-2023).pdf,废放射源近地表处置安全要求(HJ 1336-2023).pdf,DBAF977451EA82AE2077697C4ABE6CD8,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_016,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/建筑材料用工业废渣放射性物质限制标准(GB 6763-86).pdf,建筑材料用工业废渣放射性物质限制标准(GB 6763-86).pdf,04B23D1091C468B514C58E55EAE0DB9E,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_017,radiation_device_source,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性同位素与射线装置安全和防护条例.pdf,放射性同位素与射线装置安全和防护条例.pdf,7A7435FA6D4F7F02CA244CB834631D16,SCN_RADIATION_DEVICE_SOURCE_SAFETY;SCN_RADIOACTIVE_SOURCE_SECURITY,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_018,radiation_device_source,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性同位素与射线装置安全和防护管理办法.pdf,放射性同位素与射线装置安全和防护管理办法.pdf,B4340284C7FDAB22852846BE7FE3A73C,SCN_RADIATION_DEVICE_SOURCE_SAFETY;SCN_RADIOACTIVE_SOURCE_SECURITY,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_019,radiation_device_source,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性同位素与射线装置安全许可管理办法.pdf,放射性同位素与射线装置安全许可管理办法.pdf,5556EDF1B0EC439F87D6309789D37854,SCN_RADIATION_DEVICE_SOURCE_SAFETY;SCN_RADIOACTIVE_SOURCE_SECURITY,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_020,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性固体废物岩洞处置安全规定(GB 13600-2024代替GB 13600-92).pdf,放射性固体废物岩洞处置安全规定(GB 13600-2024代替GB 13600-92).pdf,B8FF50EC3BAA57FDCF451676E31F659E,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_021,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性固体废物贮存和处置许可管理办法.pdf,放射性固体废物贮存和处置许可管理办法.pdf,025C471CAAE5CE5776F451D1C1EEFE69,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_022,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性废物安全监督管理规定.pdf,放射性废物安全监督管理规定.pdf,E8BD202D099265BA53F2CE906AA24300,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_023,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性废物安全管理条例.pdf,放射性废物安全管理条例.pdf,7E40D6F026C70C475A13D852898FCFA6,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_024,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性废物管理规定(GB 14500-93).pdf,放射性废物管理规定(GB 14500-93).pdf,4DDF0EE93A048350A748CF9142B58935,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_025,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性物品安全运输规程(GB 11806-2019代替GB11806-2004).pdf,放射性物品安全运输规程(GB 11806-2019代替GB11806-2004).pdf,CAD30CCBA163178313AD4076EA7AAAAC,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_026,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性物品运输安全监督管理办法.pdf,放射性物品运输安全监督管理办法.pdf,2E07B0F6D8848A413D354784F39E093B,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_027,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性物品运输安全管理条例.pdf,放射性物品运输安全管理条例.pdf,554C43A4022B3C4894D5E133063908B7,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_028,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性物品运输安全许可管理办法.pdf,放射性物品运输安全许可管理办法.pdf,82934118B51851484E39488AE589DAF0,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_029,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性物品运输容器提升装置和栓系装置安全要求(HJ 1385-2024).pdf,放射性物品运输容器提升装置和栓系装置安全要求(HJ 1385-2024).pdf,4E78323B1E2146CCB460A133A6E59AF2,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_030,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性物品运输容器防脆性断裂的安全设计指南(HJ 1201-2021).pdf,放射性物品运输容器防脆性断裂的安全设计指南(HJ 1201-2021).pdf,D05C60E4064B5EA514BD80688FA996FC,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_031,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/核技术利用放射性废物库运行管理技术规范(HJ 1417-2025).pdf,核技术利用放射性废物库运行管理技术规范(HJ 1417-2025).pdf,7DC9BE179B1E1897C3F5B5CF5CD3BF11,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_032,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/核技术利用放射性废物库选址、设计与建造技术规范(HJ 1258-2022).pdf,核技术利用放射性废物库选址、设计与建造技术规范(HJ 1258-2022).pdf,0BD3F58C3814AA8B9B99F09B2950267C,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_033,radiation,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/核燃料循环放射性流出物归一化排放量管理限值(GB 13695-92).pdf,核燃料循环放射性流出物归一化排放量管理限值(GB 13695-92).pdf,0C34BB2C418DA1FED5C0651EC1ABED0B,SCN_RADIATION_DEVICE_SOURCE_SAFETY;SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_034,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/核设施环境保护管理导则放射性固体废物浅地层处置环境影响报告书的格式与内容.pdf,核设施环境保护管理导则放射性固体废物浅地层处置环境影响报告书的格式与内容.pdf,9EE889DD7366F908EFA4F7E69EDF5588,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_035,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/核设施退役场址土壤中残留放射性可接受水平(GB 45437-2025).pdf,核设施退役场址土壤中残留放射性可接受水平(GB 45437-2025).pdf,DDD353A1FBA1CEE7640C7EDA4D67ED82,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_036,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/铀、钍矿冶放射性废物安全管理技术规定(GB 14585-93).pdf,铀、钍矿冶放射性废物安全管理技术规定(GB 14585-93).pdf,7A3C52F001588D63B556737BBFCA366B,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
